label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Gaming,laptop-asus-rog-strix-g18-g814jir-n6108w,Laptop ASUS ROG Strix G18 G814JIR-N6108W,20000000,60,91,asus,rog,4.6,"Bộ vi xử lý Intel Core i9-14900HX, máy mang đến hiệu suất ấn tượng, hỗ trợ tốt cho các tác vụ nặng và đa nhiệm. RAM 32GB kết hợp với ổ cứng 1TB PCIe giúp lưu trữ dữ liệu lớn và truy xuất nhanh chóng, lý tưởng cho việc chơi game và làm việc. Card đồ họa NVIDIA GeForce RTX 4070 8GB cung cấp trải nghiệm đồ họa tuyệt vời với khả năng xử lý ray tracing mượt mà. Màn hình 18.0 inch 2.5K với tần số quét 240Hz mang đến hình ảnh sắc nét và chuyển động mượt mà, hoàn hảo cho gaming và xem phim.",Xám,2023,Trung Quốc,NVIDIA GeForce RTX 4070 (321 AI TOPs) 8GB GDDR6,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,DDR5-5600 SO-DIMM,32GB DDR5-5600 SO-DIMM 2x SO-DIMM (Nâng cấp tối đa 32GB),1TB PCIe 4.0 NVMe M.2 SSD 2x DDR5 SO-DIMM slots 2x M.2 PCIe,1TB,240 Hz,Tấm nền IPS,18 inches,Độ sáng 500nitsĐộ phủ màu DCI-P3 100.00%Màn hình chống chóiG-SyncROG Nebula DisplayDolby Vision HDRPantone Validated,2560 x 1600 pixels (2K),Công nghệ chống ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ Smart AmpHệ thống 2 loa với Công nghệ khuếch đại thông minh,,39.9 x 29.4 x 2.31 ~ 3.08 cm (Dài x Rộng x Dày),3.00 kg,"Wi-Fi 6, MUX Switch",Bàn phím Chiclet có đèn nền RGB cho từng phímAura SyncMUX Switch + NVIDIA Advanced Optimus,Mật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),720P HD camera,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,1x RJ45 LAN  1x Thunderbolt 4 với DisplayPort (40Gbps) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL 1x 3.5mm Combo Audio Jack
Gaming,laptop-msi-cyborg-15-a12udx-621vn,Laptop MSI Cyborg 15 A12UDX-621VN,15000000,50,38,msi,cyborg,0.0,"CPU Intel Core i5 12450H kết hợp VGA RTX 3050 tối ưu cho cả các tác vụ văn phòng, cũng như trải nghiệm giải trí game tuyệt vời Ổ cứng SSD 512GB cho tốc độ truy xuất cực nhanh và dung lượng lớn, cho phép dễ dàng lưu trữ và cài đặt mọi ứng dụng RAM 8GB DDR5 cho trải nghiệm mượt mà hơn, đáp ứng nhu cầu công việc và giải trí của người dùng Màn hình 15.6 inch FHD cùng tần số quét 144Hz, đem lại trải nghiệm hình ảnh sắc nét và mượt mà",Đen,2023,Nhật Bản,NVIDIA Geforce  RTX3050 4GB GDDR6  Intel Iris Xe Graphics,"Intel Core i5-12450H (3.3GHz, up to 4.4GHz, 8 lõi / 12 luồng, 12MB Cache)",8GB,DDR5 4800MHz,8GB DDR5 4800MHz 2 khe,SSD 512GB M.2 PCIe Gen4,SSDGB,144 Hz,Tấm nền IPS,15.6 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Hi-Res Audio  Nahimic,,359 x 250 x 21.9 mm (Dài x Rộng x Dày),1.98 kg,Wi-Fi 6,Single LED - Xanh,,HD 720P,Windows 11 bản quyền,"3 Cell, 53.5WHrs",Wi-Fi 6 802.11ax,Bluetooth 5.2,1x HDMI1x USB TypeC (DisplayPort)2x USB 3.2 & USB 2.01x DC-in1x Jack Audio 3.5mm1x RJ45
Gaming,laptop-lenovo-legion-slim-5-16aph8-82y9002yvn,Laptop Lenovo Legion Slim 5 16APH8 82Y9002YVN,15000000,38,7,lenovo,legion,0.0,"Màn hình 16 inch WQXGA cùng tần số quét 165Hz cực mượt mà và tự tin khi chơi game CPU AMD Ryzen 7 7840HS đủ mạnh để xử lý mọi tác vụ, từ game nặng đến công việc đòi hỏi hiệu suất cao GPU RTX 4060 giúp tạo ra hình ảnh đẹp và chân thực, mang đến trải nghiệm đồ họa đỉnh cao Dung lượng RAM 16GB giúp làm việc đa nhiệm mượt mà và chơi game không bị giật lag Ổ cứng 512 GB SSD giúp giảm thiểu thời gian khởi động hệ điều hành và tải game",Xám,2021,Trung Quốc,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","AMD Ryzen 7 7840HS (8 lõi / 16 luồng, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",16GB,SO-DIMM DDR5-5600,16GB SO-DIMM DDR5-5600 2 x 8GB (Có thể tháo ra nâng cấp tối đa 32GB),512GB SSD M.2 2280 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),512GB,165 Hz,Tấm nền IPS,16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGBDolby VisionFreeSyncG-SYNCÁnh sáng xanh thấp,2560 x 1600 (WQXGA),"Âm thanh độ phân giải cao (HD)Realtek ALC3287 codecLoa âm thanh nổi, 2W x2Nahimic Audio",Vỏ kim loại,359.7 x 260.3 x 19.9 - 25.2 mm (Ngang x Dọc x dày),2.4 kg,Wi-Fi 6,Đèn nền RGB 4-Zone,Firmware TPM 2.0,FHD 1080p với màn trập E-shutter,Windows 11 Home,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,"1x USB 3.2 Gen 21x USB 3.2 Gen 2 (Always On)1x USB-C 3.2 Gen 2 (Truyền dữ liệu, DisplayPort 1.4)1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 140W, DisplayPort 1.4) 1x HDMI 2.1, up to 8K/60Hz 1x Đầu đọc thẻ 1x Ethernet (RJ-45)"
Gaming,laptop-msi-cyborg-15-a12uc-621vn,Laptop MSI Cyborg 15 A12UC-621VN,12000000,79,93,msi,cyborg,2.2,"Sở hữu thiết kế Gaming cá tính cùng đèn bàn phím xanh nổi bật, cho một trận combat game đầy thú vị CPU Intel i5-12450H kết hợp VGA RTX 3050 4GB GDDR6 hiệu năng cao, tối ưu các tác vụ văn phòng, cũng như trải nghiệm giải trí game tuyệt vời Ổ cứng 512GB với tốc độ truy xuất cực nhanh và dung lượng lớn, cho phép dễ dàng lưu trữ và cài đặt mọi ứng dụng RAM 8GB DDR5 4800MHz hiệu suất cao, tăng cường khả năng xử lý và đáp ứng nhu cầu công việc và giải trí của người dùng Màn hình 15.6 inch FHD 144Hz, đem lại trải nghiệm hình ảnh sắc nét và mượt mà",Đen,2021,Singapore,NVIDIA GeForce RTX 3050 4GB GDDR6,"Intel Core i5-12450H (8 lõi (4P+4E) / 12 luồng, 12MB, P core - 4.40Ghz Turbo, E core - 3.30Ghz Turbo)",8GB,DDR5 4800Mhz,8GB DDR5 4800Mhz 2 khe nâng cấp tối đa 64GB,512GB NVMe PCIe SSD Gen4x4,512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),"2x 2WHi-Res Audio, Nahimic",,359 x 250 x 21.9 mm,1.95 kg,Wi-Fi 6,Đèn xanh,,HD type (30fps@720p),Windows 11 Home SEA,"3 cell, 53.5Whr",Wi-Fi 6 802.11ax,Bluetooth 5.2,1x Type-C (USB3.2 Gen1 / DP)2x Type-A USB3.2 Gen11x HDMI 2.1 (4K @ 60Hz)1x RJ451x Mic-in/Headphone-out Combo Jack
Gaming,laptop-acer-gaming-aspire-7-a715-76-728x,Laptop Acer Gaming Aspire 7 A715-76-728X,15000000,50,92,acer,aspire,2.9,"Trang bị bộ vi xử lý Intel Core i7-12650H cho khả năng xử lý vượt trội, đáp ứng mọi tác vụ văn phòng, xem phim hay lướt web. Bộ nhớ RAM 16 GB DDR4 cho khả năng đa nhiệm mượt mà, mở cùng lúc nhiều tab Chrome và các ứng dụng khác như Spotify, Photoshop,... mà không gặp những hiện tượng giật lag. Ổ cứng SSD 512 GB cho phép truy xuất hay khởi động ứng dụng nhanh chóng. Màn hình kích thước 15.6 inch, tấm nền IPS cùng độ phân giải Full HD cho không gian trải nghiệm nội dung tương đối rộng rãi, màu sắc rõ nét.",Đen,2021,Trung Quốc,Intel UHD Graphics,"Intel Core i7 12650H, 3.5 GHz",16GB,DDR4,16GB DDR4 2 khe (Hỗ trợ nâng cấp tối đa 32GB),512 GB SSD NVMe PCIe,512GB,60 Hz,Tấm nền IPS,15.6 inches,Acer ComfyView LED-backlit,1920 x 1080 pixels (FullHD),,,362.3 x 237.4 x 19.9 mm,2.1 kg,"Wi-Fi 6, Bảo mật vân tay",LED,,HD Webcam (720p Webcam),Windows 11 Home,,Wifi 6E,Bluetooth 5.1,1x DC-in jack  1x HDMI 2.0  1x Jack 3.5 mm  1x RJ45 Gigabit Ethernet  1x Type C
Gaming,laptop-lg-gram-2023-16z90r-e-ah75a5,Laptop LG Gram 2023 16Z90R-E.AH75A5,36990000,89,40,lg,gram,1.4,"Chip i7-1360P kết hợp cùng RTX 3050 giúp bạn thoả sức chỉnh sức hình ảnh, đồ hoạ Màn hình 14 inch có độ phân giải WQXGA kết hợp cùng độ phủ màu DCI-P3 99% đem lại khả năng hiển thị hình ảnh sắc nét và màu sắc chân thật Sử dụng nhiều cổng kết nối: Cổng USB Type C, USB Type A, HDMI, DC-in, giúp bạn truyền và xuất dữ liệu một cách nhanh chóng Trọng lựa máy nhẹ chỉ 1.29kg, thích hợp mang theo bên mình",Đen,2022,Hàn Quốc,Nvidia RTX3050 4GB,"Intel Core i7-1360P 2.2 GHz (up to 5.0 GHz, 18MB, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,16GB LPDDR5 6000MHz 1 thanh RAM 16GB,512GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),512GB,60Hz,Tấm nền IPS,16 inches,Màn hình chống chói Độ sáng 350 nits Tần số quét 60Hz Độ phủ màu DCI-P3 99%,2560 x 1600 (WQXGA),Âm thanh HD cùng với Dolby Atmos,Vỏ kim loại,31.2 x 21.39 x 1.68 cm (Dài x Rộng x Cao),1.299 kg,Wi-Fi 6,,,Webcam IR FHD IR có 2 micrô,Windows 11 Home,90 Wh Li-Ion,Intel Wireless-AX211,BT 5.1,1x Jack cắm tai nghe 2x USB 4 Gen3x2 Type C 1x HDIM 1x DC-in2x USB 3.2 Gen2x1
Gaming,laptop-asus-rog-strix-g15-g513ih-hn015t,Laptop ASUS Gaming ROG Strix G15 G513IH-HN015T,20000000,82,69,asus,rog,4.5,"Chip R7-4800H tinh vi cùng card đồ họa GeForce GTX 1650 - Phù hợp cho game thủ chiến game ESport, người dùng có nhu cầu thiết kế đồ hoạ trên máy Ổ cứng SSD 512GB có không gian lưu trữ lớn cùng RAM 8GB + 1 khe cắm có thể nâng cấp tối đa đến 32GB, không lo giật lag trong quá trình sử dụng Không lo mỏi mắt với màn hình chống lóa được sử dụng trên màn hình 15.6 inches Full HD có tần số quét 144Hz mang lại sự thoải mái cho người dùng Hỗ trợ pin 4 Cell 56WHrs cho thời lượng pin đủ dùng Tích hợp 2 loa Dolby Atmos đem đến trải nghiệm âm thanh chân thật, sống động Thiết kế vỏ nhựa cứng cáp, máy nặng 2.3 kg cho cảm giác cầm chắc tay Máy đi kèm Windows 10 Home SL bản quyền",Xám,2024,Trung Quốc,NVIDIA GeForce GTX 1650 4GB GDDR6,AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 32GB","8GB DDR4 3200MHz, 2 khe cắm tối đa 32GB",512GB SSD PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),512GB,,Tấm nền IPS,15.6 inches,"Tần số quét 144Hz, màn hình chống loá",1920 x 1080 pixels (FullHD),Dolby Atmos,Vỏ nhựa,35.4 x 25.9 x 2.26 ~ 2.72 (cm),2.3 kg,Wi-Fi 6,,,,Windows 10 Home SL,4 Cell 56WHrs,Intel 802.11ax (2x2) Wi-Fi 6 (Gig+),,1x Type C USB 3.2 Gen 2 with Power Delivery and Display Port  3x USB 3.2 Gen 1 Type-A  1x HDMI 2.0b  1x 3.5mm Combo Audio Jack  1x RJ45 LAN Jack
Gaming,laptop-asus-tuf-gaming-f15-fx507zv4-lp042w,Laptop ASUS TUF Gaming F15 FX507ZV4-LP042W,14000000,94,27,asus,tuf,0.0,"Sở hữu thiết kế tinh tế với lớp vỏ xám cùng logo nổi bật trên nắp CPU Intel Core i7-12700H hoạt động mượt mà khi chơi game cấu hình cao, livestream GPU RTX 4060 tăng tốc độ phản hồi trong tác vụ đồ họa, cho hình ảnh mượt mà, chất lượng Ổ cứng SSD 512GB cho việc truy xuất dữ liệu nhanh chóng và mượt mà RAM 16GB DDR4 mạnh mẽ cải thiện hiệu suất làm việc của máy tính",Xám,2022,Trung Quốc,NVIDIA GeForce RTX 4060 8GB GDDR6 2420MHz,"Intel Core I7-12700H (2.3 GHz, 24M Cache, up to 4.7 GHz, 14 lõi: 6 lõi P và 8 lõi E)",16GB,DDR4,16GB DDR4 2 khe 8GB DDR4-3200 SO-DIMM (Nâng cấp tối đa 32GB),512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),512GB,144 Hz,Tấm nền IPS,15.6 inches,"Độ sáng 250 nitsĐộ phủ màu 72% NTSC, 100% SRGB, 75.35% AdobeMàn hình chống chói G-Sync,16:9",1920 x 1080 pixels (FullHD),Công nghệ khử tiếng ồn AI  Dolby Atmos Chứng nhận có độ phân giải cao Hỗ trợ Microsoft Cortana,,35.4 x 25.1 x 2.24 ~ 2.49 cm (W x D x H),2.20 kg,Wi-Fi 6,1-Zone RGB  Aura Sync,MCAFEE_30DBảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Khe cắm bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),720P HD camera,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6 (802.11ax) (Dual band) 2*2,Bluetooth 5.2,1x RJ45 LAN 1x Thunderbolt 4 (Hỗ trợ DisplayPort)1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) 2x USB 3.2 Gen 1 Type-A1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack
Gaming,laptop-gaming-acer-nitro-5-an515-45-r6ev,Laptop Gaming Acer Nitro 5 AN515 45 R6EV,15000000,99,91,acer,nitro,2.7," Thiết kế gaming bắt mắt, đèn nền nhiều màu sắc  Hiệu năng mạnh mẽ, đáp ứng mọi nhu cầu sử dụng - Ryzen 5 5600H  RAM 8GB cho đa nhiệm mượt mà, xử lí hiệu quả công việc  Đa dạng cổng kết nối - Type-C, USB 3.0, HDMI, 3.5 mm",Đen,2021,Trung Quốc,GeForce GTX 1650 4GB,"AMD Ryzen 5 5600H, 6 lõi, 12 luồng, 3.30 GHz (tối đa 4.20 GHz)",8GB,"8 GB DDR4 3200 MHz, tối đa 32 GB","8GB 8 GB DDR4 3200 MHz, tối đa 32 GB",512 GB SSD M2. PCIe,512GB,,Tấm nền IPS,15.6 inches,"IPS LCD LED Backlit, True Tone",1920 x 1080 pixels (FullHD),Acer TrueHarmony,Vỏ nhựa,363.4 x 255 x  23.9 mm (WxDxH),2.2 kg,Wi-Fi 6,,,HD Web Camera,Windows 11 Home 	64 bit,"4 Cell, 57.5 W",802.11 ax Wi-Fi 6,v5.0,1x Type-C  3x USB 3.0  1x HDMI  1x DC-in jack  1x Jack 3.5 mm  1x LAN
Gaming,laptop-asus-tuf-gaming-f15-fx507zc4-hn099w,Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W,20990000,63,88,asus,tuf,3.8,"Trang bị CPU Intel Core i7-12700H dễ dàng xử lý các tác vụ nặng, chơi game AAA ở mức cấu hình cao Card rời RTX 3050 cải thiện hiệu suất xử lý đồ họa, hỗ trợ chỉnh sửa video cũng như các tác vụ đồ họa phức tạp RAM 8 GB đảm bảo hiệu suất mượt mà ngay cả khi chạy nhiều ứng dụng Ổ SSD dung lượng 512 GB rút ngắn thời gian khởi động máy và lưu trữ dữ liệu nhanh chóng Màn hình 15.6 inch Full HD và tốc độ làm mới 144 Hz đem lại trải nghiệm mượt mà và sống động",Xám,2022,Nhật Bản,NVIDIA GeForce RTX 3050 4GB GDDR6 Intel Iris Xe Graphics,"Intel Core i7-12700H (2.3 GHz, 24M Cache, up to 4.7 GHz, 14 lõi: 6 P, 8 E)",8GB,DDR4-3200 SO-DIMM,8GB DDR4-3200 SO-DIMM 2x SO-DIMM (Nâng cấp tối đa 32GB),512GB PCIe 3.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),512GB,144Hz,Tấm nền IPS,15.6 inches,"Độ sáng 250nits Độ phủ màu 45% NTSC, 62.50% SRGB, 47.34% Adobe  Màn hình chống chói Adaptive-Sync",1920 x 1080 pixels (FullHD),Công nghệ khử tiếng ồn AIDolby AtmosChứng nhận Hi-Res,,35.4 x 25.1 x 2.24 ~ 2.49 cm (W x D x H),2.20 kg,Wi-Fi 6,1-Zone RGBAura Sync,MCAFEE_30DMật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùng Khóa bảo mật KensingtonMô-đun nền tảng đáng tin cậy (Firmware TPM),720P HD camera,Windows 11 Home,"56WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.2,1x RJ45 LAN1x Thunderbolt 4 hỗ trợ DisplayPort1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / G-SYNC2x USB 3.2 Gen 1 Type-A1x HDMI 2.0b1x 3.5mm Combo Audio Jack
Gaming,laptop-lenovo-gaming-legion-5-15arh7h-82rd003tvn,Laptop Lenovo Gaming Legion 5 15ARH7H 82RD003TVN,19000000,56,89,lenovo,legion,0.0,"AMD Ryzen 5 6600H - GeForce RTX 3060 Đủ sức chiến đa số các loại game ở mức setting cao, xử lý video hay các tác vụ đồ hoạ 3D. Dung lượng Ram lớn 16GB + 1 khe trống cho phép nâng cấp tối đa đến 32GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều ứng dụng cùng lúc không bị giật, lag. Độ phân giải 2K (Quad HD), tấm nền IPS, kích thước chuẩn 15.6 inch, chất lượng hình ảnh sắc nét. Tích hợp webcam 1080p cho phép đàm thoại thông qua video thoải mái. Bàn phím được tích hợp đèn nền RGB 4 vùng - Thỏa sức làm việc trong môi trường thiếu sáng. Trọng lượng 2.4 kg mang lại cảm giác cầm chắc tay. Máy đi kèm Windows 11 bản quyền.",Xám,2023,Hàn Quốc,NVIDIA GeForce RTX 3060,AMD Ryzen 5 6600H,16GB,DDR5-4800,"16GB DDR5-4800 2 khe cắm, hỗ trợ tối đa 32GB",512GB SSD M.2 2280 PCIe 4.0x4 NVMe,512GB,,Tấm nền IPS,15.6 inches,"IPS 300nits Anti-glare, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer",2560x1440 (Quad HD),"High Definition (HD) Audio, Realtek ALC3287 codec",,358.8 x 262.35 x 19.99 mm,2.4 kg,Wi-Fi 6,Đèn nền RGB 4 vùng,,FHD 1080p,Windows 11 Home,80Wh,Wi-Fi 6 11ax,v5.2,"2x USB 3.2 Gen 1  1x USB 3.2 Gen 1 (Always On)  2x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)  1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 135W and DisplayPort 1.4)"
Gaming,laptop-lenovo-ideapad-gaming-3-15iah7-82s9006yvn,Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9006YVN,19000000,56,86,lenovo,ideapad,4.6,"Cấu hình chơi game và đồ họa đỉnh cao, cân mọi tựa game - Core i5-12500H cùng card rời RTX 3050. Có khả năng chỉnh sửa hình ảnh trên PTS, Render video cực tốt. Ram 8GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình Full HD, tần số quét 120Hz kích thước 15.6 inch, tấm nền IPS, 250 nits, chống chói, độ phủ màu 45% NTSC. Tích hợp webcam 720p cho phép đàm thoại thông qua video thoải mái. Bàn phím được tích hợp đèn - Thoả sức chiến game trong môi trường thiếu sáng Bảo mật an toàn, hiện đại - Phần mềm cơ sở TPM 2.0, màn trập riêng tư của máy ảnh Máy đi kèm Windows 11 bản quyền.  ",Xám,2021,Đài Loan,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,8GB,DDR4-3200,8GB  DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512GB,,Tấm nền IPS,15.6 inches,"IPS 250nits Chống chói, 120Hz, 45% NTSC, điều chỉnh độ sáng DC",1920 x 1080 pixels (FullHD),"High Definition (HD) Audio, Realtek ALC3287 codec",,"359,6 x 266,4 x 21,8 mm","2,315 kg",Wi-Fi 6,Đèn nền RGB 4 vùng,Phần mềm cơ sở TPM 2.0  Màn trập riêng tư của máy ảnh,HD 720p v,Windows 11,60Wh,"Wi-Fi 6 11ax, 2x2",v5.2,"2x USB 3.2 Thế hệ 1  1x HDMI 2.0  1x Ethernet (RJ-45)  1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm)  1x Đầu nối nguồn"
Gaming,laptop-hp-gaming-victus-15-fa0031dx-6503849,Laptop HP Gaming Victus 15-FA0031DX 6503849,14000000,83,43,hp,victus,4.1,"Siêu phẩm laptop Gaming đến từ nhà HP với kích thước 15.6 inch, độ phân giải Full HD đi kèm tần số quét lên đến 144Hz hạn chế giật, xé hình, cho tốc độ mượt mà thao tác mướt mắt. Máy trang bị CPU Intel Core i5-12450H cùng card đồ họa NVIDIA GeForce GTX 1650 cân mọi tựa game phổ biến hiện nay hay dễ dàng thiết kế, sáng tạo trên Photoshop, Canva, Figma,... RAM 8GB đa nhiệm cho mọi thao tác mượt mà, mở nhiều tab cùng lúc mà không lo lag, giật. Ổ cứng 512GB PCIE cho không gian lưu trữ rộng rãi, tải game hay lưu trữ dữ liệu học tập, làm việc thoải mái. Trang bị đầy đủ cổng kết nối như: Ethernet, HDMI 2.1, USB-A, Type-C,... hỗ trợ kết nối, truyền tải dữ liệu nhanh chóng. Laptop đi kèm đèn bàn phím hỗ trợ game thủ thao tác nhanh gọn trong môi trường thiếu sáng.",Đen,2024,Nhật Bản,NVIDIA GeForce GTX 1650,"Intel Core i5-12450H (8 lõi, 4.4 GHz)",8GB,8GB DDR4 3200Mhz,8GB 8GB DDR4 3200Mhz 2 khe,512GB SSD NVMe,512GB,,Tấm nền IPS,15.6 inches,Tần số quét 144Hz,1920 x 1080 pixels (FullHD),Âm thanh của B&O với loa kép  Âm thanh của Bang & Olufsen với loa kép,Vỏ nhựa,2.36 x 35.79 x 25.50 cm (H x W x D),2.30 kg,Wi-Fi 6,Có đèn bàn phím,,Có,Windows 11 Home,"Lithium-ion, 3-cell",Wi-Fi 6E (2x2,Bluetooth combo,1x Ethernet1x HDMI 2.12x USB 3.0 Type A1x USB 3.0 Type C  Jack tai nghe
Gaming,laptop-asus-gaming-rog-zephyrus-g15-ga503rm-ln006w,Laptop ASUS Gaming ROG Zephyrus G15 GA503RM-LN006W,20000000,51,15,asus,rog,2.5,"""Chiến thần gaming - Chip R7-6800HS cùng card đồ họa GeForce RTX 3060 chạy mượt các phần mềm như PTS, Autocad, Premiere hay các tựa game AAA Ổ cứng SSD 512GB - Tốc độ khởi động nhanh chóng, lưu trữ vượt trội RAM 16GB + 1 khe rời có thể nâng cấp tối đa đến 32GB, đa nhiệm mượt mà Tần số quét 240Hz cực lớn và độ phủ màu DCI-P3 lên tới 100%, chất lượng hiển thị sống động Bàn phím được trang bị đèn LED RGB thỏa sức làm việc trong môi trường thiếu sáng Hỗ trợ pin 4 Cell 90WHrs cho hiệu suất làm việc bất tận nguyên ngày Thiết kế vỏ nhựa cứng cáp cùng trọng lượng máy chỉ 1.9 kg Máy đi kèm Windows 11 Home SL bản quyền""",Đen,2023,Hàn Quốc,NVIDIA® GeForce RTX 3060,AMD Ryzen 7 6800HS,16GB,"DDR5, tốc độ bus 4800","16GB DDR5, tốc độ bus 4800 1 khe RAM onboard, 1 khe RAM rời hỗ trợ tối đa 32GB",512GB M.2 NVMe PCIe 4.0 SSD,512GB,,Tấm nền IPS,15.6 inches,"Tần số quét 240Hz, tốc độ phản hồi 3ms, độ sáng 300nits, tỷ lệ tương phản 1000:1, hỗ trợ dải màu 100% DCI-P3, màn hình chống loá, công nghệ Adaptive-Sync",2560 x 1440 pixels (2K),2x 2W dual-force woofer với Smart Amp Technology 2x 2W tweeter,Vỏ nhựa,35.5 x 24.3 x 1.99 ~ 1.99 cm,1.9 kg,Wi-Fi 6,LED RGB,"Khoá vật lý kensington, bảo mật quyền quản trị viên",720P,Windows 11 Home SL,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax),v5.2,1x RJ45 LAN   2x USB 3.2 Gen 2 Type-A   2x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort™ / power delivery   1x Khe đọc thẻ nhớ (microSD) (UHS-II)  1x Combo jack tai nghe 3.5 mm   1x HDMI 2.0b
