label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Sinh viên,laptop-msi-modern-14-c7m-221vn,Laptop MSI Modern 14 C7M-221VN,10490000,33,54,msi,modern,3.9,"Trang bị bộ vi xử lý AMD Ryzen 7 7730U mạnh mẽ cân mọi tác vụ học tập, văn phòng. Có RAM 8GB và ổ cứng SSD 512GB PCIe tốc độ cao, màn hình 14 inch Full HD cho hình ảnh sắc nét. Chạy hệ điều hành Windows 11 mới nhất, sẵn sàng cho mọi tác vụ. Thiết kế màu đen sang trọng và hiện đại, kiểu dang mỏng nhẹ phù hợp di chuyển.",Đen,2021,Singapore,AMD Radeon Graphics,"AMD Ryzen R7-7730U (Tốc độ tối đa: 4.5GHz, 8  lõi / 16 luồng, 16MB Cache)",8GB,LPDDR4 Onboard,8GB LPDDR4 Onboard Không,SSD 512GB M.2 PCIe Gen3,SSDGB,60 Hz,Tấm nền IPS,14 inches,Độ phủ màu 45%NTSC Màn hình chống chói  Góc mở 180 độ,1920 x 1080 pixels (FullHD),,,320 x 223 x 19.5 mm (Dài x Rộng x Dày),1.4 kg,Wi-Fi 6,Single LED - Trắng,,,Windows 11 Home SEA,"3 Cell, 39.3 WHrs",AMD Wi-Fi 6E RZ608,Bluetooth 5.3,1 x HDMI 1 x USB Type-C (Hỗ trợ sạc) 3 x USB 3.2 & USB 2.0 1 x DC-in 1x Jack Audio 3.5mm Đầu đọc MicroSD
Sinh viên,laptop-dell-vostro-3520-f0v0v256,Laptop Dell Vostro 3520 F0V0V256 - Nhập khẩu chính hãng,11990000,18,9,dell,vostro,1.3,"Trang bị bộ vi xử lý Intel Core i5-1235U xử lý một loạt các nhiệm vụ từ lướt web, soạn thảo văn bản, chỉnh sửa hình ảnh đơn giản RAM 8GB, một dung lượng đủ lớn để chạy nhiều ứng dụng cùng một lúc mà không gây ra hiện tượng máy bị giật lag hay đứng máy Ổ cứng SSD PCIe 256GB, giúp tăng tốc độ truy cập dữ liệu và khởi động máy nhanh chóng Màn hình Full HD 15.6 inch mang đến hình ảnh rõ nét và màu sắc trung thực Hệ điều hành Free OS, cho phép bạn tự do lựa chọn hệ điều hành phù hợp với nhu cầu sử dụng của mình",Đen,2021,Đài Loan,Intel Iris Xe Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)",8GB,DDR4,8GB DDR4 2 khe SODIMM (Nâng cấp tối đa 16GB),256 GB SSD NVMe PCIe,256GB,60 Hz,,15.6 inches,Độ phủ màu NTSC 45%  Màn hình chống chói,1920 x 1080 pixels (FullHD),,Vỏ nhựa,16.96 - 18.99 x 358.50 x 235.56 mm (H x W x D),1.90 kg,,,,,Free OS,,Có,Có,"1x RJ45 Ethernet  2x USB 3.2 Gen 1 1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 Type-C (DisplayPort 1.4) 1x USB 2.0  1x HDMI 1.4  1x USB 3.2 Gen 1 Type-C với DisplayPort 1.4 1x Khe cắm thẻ SD 1x Bộ đổi nguồn AC 65 W, 4,5 mm"
Sinh viên,laptop-lenovo-ideapad-slim-3-15abr8-82xm00ehvn,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00EHVN,14490000,94,88,lenovo,ideapad,1.7,"Sở hữu chip AMD Ryzen 7 7730U mạnh mẽ, RAM 16GB đáp ứng tốt nhu cầu làm việc, học tập và giải trí. Màn hình 15.6 inch FHD (1920x1080) cho không gian hiển thị rộng rãi, hình ảnh sắc nét, sống động. Lenovo IdeaPad Slim 3 có thiết kế thanh lịch, mỏng nhẹ với màu xám thời trang, dễ dàng mang theo bên mình. Ổ cứng SSD 512GB PCIe cho tốc độ truy xuất dữ liệu nhanh chóng, khởi động máy và mở ứng dụng chỉ trong vài giây.",Xám,2024,Hàn Quốc,AMD Radeon Graphics,"AMD Ryzen 7 7730U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",16GB,DDR4-3200 Onboard,16GB DDR4-3200 Onboard,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",512GB,,Tấm nền IPS,15.6 inches,Độ sáng 300nits  Màn hình chống chói,1920 x 1080 pixels (FullHD),"High Definition (HD) Audio Loa âm thanh nổi hướng về phía người dùng, 1,5W x2 Dolby Audio",Vỏ nhựa,359.3 x 235 x 17.9 mm (WxDxH),1.62 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled,,Windows 11 Home Single Language,47Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"2x USB 3.2 Gen 1  1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2) 1x HDMI 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc thẻ 1x Đầu nối nguồn"
Sinh viên,laptop-acer-aspire-3-a315-58-53s6,Laptop Acer Aspire 3 A315-58-53S6 NX.AM0SV.005,9990000,87,94,acer,aspire,2.2,"Thoải mái lưu trữ - 256GB SSD + 1 khe HDD trống cho phép nâng cấp 4GB onboard + 4GB trên khe cho khả năng nâng cấp tối đa 12GB Thoả sức giải trí với các bộ phim hay edit hình ảnh - Màn hình Full HD, kích thước 15.6 inch Chơi game nhẹ nhàng với card đồ hoạ Intel® Iris® Xe Graphics",Vàng,2024,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1135G7 4 nhân 8 luồng, 2.40 GHz up to 4.20 GHz, 8 MB L3",8GB,"DDR4, tốc độ bus 2400Mhz","8GB DDR4, tốc độ bus 2400Mhz Nâng cấp tối đa 12GB (4GB onboard cắm sẵn + 4GB khe rời)",256GB PCIe NVMe SSD (nâng cấp tối đa 2TB HDD và 1TBSSD PCIe NVMe),256GB,60 Hz,Tấm nền TN,15.6 inches,Acer ComfyView LED-backlit,1920 x 1080 pixels (FullHD),Loa Stereo,Vỏ nhựa,363.4 (W) x 247.5 (D) x 19.9 (H) mm,1.7 kg,,Không,,720P,Windows 11 Home SL,36.7 Wh 2-cell Li-ion battery,802.11 a/b/g/n/ac,v5.0,1 x USB 2.01 x HDMI®2.0 1 x Combo mic tai nghe 3.5mm 1 x Ethernet (RJ-45)  2 x USB 3.2 Gen 1 1 DC-in jack
Sinh viên,laptop-lenovo-v14-g4-iru-83a000bgvn,Laptop Lenovo V14 G4 IRU 83A000BGVN,13490000,86,71,lenovo,v14,2.2,"Trang bị chip Intel Core i5-13420H thế hệ 13 mới nhất, xử lý mượt mà mọi tác vụ văn phòng, học tập và giải trí. RAM 16GB và ổ cứng SSD 512GB PCIe cho khả năng đa nhiệm mượt mà, khởi động máy và truy xuất dữ liệu nhanh chóng. Vỏ máy màu xám lịch lãm, phù hợp với môi trường công sở chuyên nghiệp. Thiết kế mỏng nhẹ, dễ dàng mang theo bên mình để làm việc và học tập mọi lúc mọi nơi. Cấu hình mạnh mẽ, thiết kế hiện đại với mức giá hợp lý, là lựa chọn lý tưởng cho người dùng phổ thông.",Xám,2022,Hàn Quốc,Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16GB,DDR4-3200,16GB DDR4-3200 8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512GB,,Tấm nền IPS,14 inches,Độ sáng 350 nits  Màn hình chống chói  Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD)  Realtek® ALC3287 codec  Loa âm thanh nổi, 1.5W x2  Dolby Audio",Vỏ nhựa,324.2 x 215.2 x 19.9 mm,1.43 kg,,,"Firmware TPM 2.0 EnabledKhe cắm bảo mật Nano Kensington, 2,5 x 6 mm",720p HD với màn trập camera,Free OS,38Wh,"Wi-Fi 5, 802.11ac 2x2",Bluetooth 5.1,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 and DisplayPort 1.2) 1x HDMI 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
Sinh viên,laptop-hp-pavilion-15-eg3111tu-8u6l8pa,Laptop HP Pavilion 15-EG3111TU 8U6L8PA,17490000,60,0,hp,pavilion,4.2,"CPU Intel Core i5, RAM 16GB và ổ cứng SSD 512GB PCIe cho khả năng xử lý nhanh chóng mọi tác vụ từ văn phòng, học tập đến giải trí. Màn hình 15.6 inch FHD (1920x1080) mang đến không gian hiển thị rộng rãi và hình ảnh sắc nét, sống động. Sở hữu thiết kế thanh lịch với lớp vỏ màu bạc sang trọng, phù hợp với nhiều đối tượng người dùng. Với cấu hình mạnh mẽ, HP Pavilion 15 giúp bạn dễ dàng xử lý cùng lúc nhiều tác vụ mà không gặp trở ngại. Máy được cài đặt sẵn Windows 11 bản quyền, mang đến giao diện hiện đại và nhiều tính năng mới mẻ cho trải nghiệm người dùng tuyệt vời.",Bạc,2023,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1335U (up to 4.6 GHz with Intel Turbo Boost Technology,12 MB L3 cache,10 lõi,12 luồng)",16GB,DDR4-3200 MHz RAM,16GB DDR4-3200 MHz RAM 2 x 8 GB,512 GB PCIe NVMe M.2 SSD,512GB,,Tấm nền IPS,15.6 inches,Màn hình chống chóiĐộ sáng 250 nits  Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),Audio by B&O Dual speakers HP Audio Boost,,36.02 x 23.4 x 1.8 cm,1.6 kg,,,,HP Wide Vision 720p HD camera,Windows 11 Home Single Language,"3-cell, 41 Wh Li-ion",,,1x USB Type-C  2x USB Type-A  1x HDMI 2.1 1x AC smart pin 1x headphone/microphone combo
Sinh viên,laptop-dell-vostro-3520-f0v0v,Laptop Dell Vostro 3520 F0V0V,12590000,41,11,dell,vostro,2.0,"Trang bị bộ vi xử lý Intel Core i5 1235U xử lý mượt mà và hiệu quả các tác vụ thường ngày như lướt web, soạn thảo săn bản, xem phim, giải trí,.. RAM 8 GB đa nhiệm, đủ để sử dụng cho các tác vụ học tập, làm việc văn phòng. Ổ cứng SSD 512 GB có tốc độ đọc, ghi cao, rút ngắn đáng kể thời gian phản hồi, khởi động máy hay các phần mềm nhanh chóng. Màn hình lớn 15.6 inch Full HD mang đến góc nhìn được tối ưu, rộng lớn và đã mắt với chất lượng hình ảnh hiển thị rõ nét.",Đen,2022,Đài Loan,Intel Iris Xe,Intel Core i5-1235U,8GB,DDR4,8GB DDR4,"512 GB, M.2 2230, PCIe NVMe Gen4 x4",512GB,120 Hz,Tấm nền IPS,15.6 inches,,1080 x 1920 pixels (FullHD),,,358.50 mm x 235.56 mm x 22.47 mm (Ngang - dọc - dày),1.66 kg,Wi-Fi 6,,,720p at 30 fps,Free OS,"3 cells , 41WHr","Intel® AX201, 2x2 MIMO, 2400 Mbps, 2.4/5 GHz, Wi-Fi 6 (WiFi 802.11ax)",Có,2 USB 3.2 Gen 11 USB 2.0 port 1 headset (headphone and microphone combo) port 1 HDMI 1.4 port HDMI 1.4 (Maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output) 1 RJ45 Ethernet port (flip-down
Sinh viên,laptop-lenovo-v15-g4-iru-83a100fyvn,Laptop Lenovo V15 G4 IRU 83A100FYVN,13490000,15,6,lenovo,v15,1.3,"Trang bị bộ vi xử lý Intel Core i5-13420H, một con chip hiệu suất cao cân mọi tác vụ học tập, văn phòng. Máy có 8GB RAM DDR4 để đáp ứng tốt các tác vụ văn phòng, lướt web và đa nhiệm cơ bản. Ổ cứng SSD 512GB PCIe mang lại tốc độ khởi động và truy xuất dữ liệu nhanh chóng, cải thiện trải nghiệm sử dụng. Màn hình 15.6 inch Full HD với độ phân giải 1920 x 1080 cho hình ảnh sắc nét và chất lượng hiển thị tốt. Thiết kế với màu xám lịch lãm, phù hợp cho môi trường văn phòng và di chuyển.",Xám,2022,Đài Loan,Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",8GB,DDR4-3200 Onboard,8GB DDR4-3200 Onboard 1 bộ nhớ được hàn vào máy (8GB) + 1 khe DDR4 nâng cấp tối đa 16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (up to 1TB),512GB,,Tấm nền IPS,15.6 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD) Bộ giải mã Realtek ALC3287 Loa stereo, 1,5W x2 Dolby Audio",Vỏ nhựa,359.2 x 235.8 x 19.9 mm (W x D x H),1.65 kg,,,Firmware TPM 2.0 Enabled,HD 720p với màn trập camera,Windows 11 Home Single Language,38Wh,"Wi-Fi 5, 802.11ac 2x2",Bluetooth 5.1,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.2) 1x HDMI 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
Sinh viên,laptop-asus-expertbook-b1-b1502cva-nj0101w,Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,9990000,55,69,asus,expertbook,1.1,"Máy tính này được trang bị bộ vi xử lý Intel Core i3-1315U đảm bảo hiệu suất xuất sắc trong việc thực hiện nhiều loại tác vụ, từ đơn giản đến nâng cao. Với sự hỗ trợ của 8GB RAM và ổ đĩa SSD có dung lượng 256 GB, cung cấp tốc độ và hiệu suất làm việc mượt mà. Màn hình 15.6 inch, độ phân giải Full HD, đem lại trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản với hình ảnh rõ nét và chất lượng cao. Cấu trúc vỏ máy được thiết kế chắc chắn, mang lại vẻ đẹp sang trọng cùng độ bền cao.",Đen,2022,Đài Loan,Intel UHD Graphics,"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",8GB,DDR4 Onboard,8GB DDR4 Onboard,256GB M.2 2280 NVMe PCIe 4.0 SSD,256GB,60 Hz,Tấm nền TN,15.6 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1Góc nhìn: 90/65 Thời gian phản hồi:  20/10 ms 16:9,1920 x 1080 pixels (FullHD),Âm thanh Dirac Loa tích hợp Micrô mảng tích hợp,Vỏ nhựa,36.16 x 23.30 x 1.99 cm (W x H x D),1.69 kg,"Wi-Fi 6, Bảo mật vân tay",,Cảm biến vân tay tích hợp Touchpad Khe bảo mật Kensington Nano Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đun nền tảng đáng,720p HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax) (Dual band) 2*2,Bluetooth 5.2,1x USB 2.0 Loại A 1x USB 3.2 Gen 1 Loại A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 2 Type-C h 1x HDMI 1.4 1x Giắc âm thanh 1x RJ45 Gigabit Ethernet
Sinh viên,laptop-hp-240-g9-9e5w3pt,Laptop HP 240 G9 9E5W3PT,13990000,60,27,hp,hp,2.1,"Trang bị chip Intel Core i5, RAM 8GB và ổ cứng SSD 512GB PCIe cho khả năng xử lý mượt mà các tác vụ văn phòng, học tập và giải trí cơ bản. Màn hình 14 inch FHD (1920x1080) mang đến trải nghiệm hình ảnh rõ nét, sống động cho công việc và giải trí. Với trọng lượng chỉ từ 1.47kg, HP 240 G9 dễ dàng mang theo bên mình mọi lúc mọi nơi. Máy được cài đặt sẵn Windows 11 bản quyền, mang đến giao diện hiện đại và nhiều tính năng mới mẻ.",Bạc,2024,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5-1235U (up to 4.4 GHz with Intel Turbo Boost Technology,12 MB L3 cache,10 lõi /12 luồng)",8GB,DDR4-3200 MHz RAM (1 x 8 GB),8GB DDR4-3200 MHz RAM (1 x 8 GB) 1 x 8 GB,512 GB PCIe NVMe SSD,512GB,,Tấm nền IPS,14 inches,Độ sáng 250 nits Độ phủ màu 45% NTSC br>Màn hình chống chóiViền mỏng,1920 x 1080 pixels (FullHD),"Loa âm thanh nổi kép, micrô mảng kép",,32.4 x 22.59 x 1.99 cm,1.47 kg,,,,HP camera 720 HD,Windows 11,"3-cell, 41 Wh Li-ion",,,1x USB Type-C  2x USB Type-A  1x AC power 1x HDMI 1.4b 1x Stereo headphone/microphone combo jack 1x RJ-45
Sinh viên,laptop-asus-vivobook-15x-oled-m3504ya-l1332w,Laptop ASUS Vivobook 15X OLED M3504YA-L1332W,15990000,95,32,asus,vivobook,3.2,"Laptop không chỉ mạnh mẽ, đa năng, mà còn có màn hình OLED tuyệt đẹp Bộ vi xử lý AMD Ryzen 7-7730U và card đồ họa AMD Radeon Graphics hỗ trợ học tập, làm việc cho đến giải trí Bộ nhớ RAM 16 GB, ổ cứng SSD 512 GB cho thời gian mở máy, lướt web, mở ứng dụng nhanh chóng Màn hình 15.6 inch cho bạn trải nghiệm hình ảnh sống động, rực rỡ và chi tiết, tỷ lệ tương phản cao và màu sắc chuẩn xác Laptop còn có thiết kế đẹp mắt và bền bỉ và độ bền đạt chuẩn quân đội",Đen,2022,Trung Quốc,AMD Radeon Graphics,"AMD Ryzen 7-7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,DDR4,16GB DDR4  2 khe (8 GB DDR4 on board + 8 GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,60 Hz,Tấm nền Oled,15.6 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 Gamut mapping HDR True Black 600 1.07 tỷ màu Giảm ánh sáng xanh 70%  TÜV Rheinland-certified,1920 x 1080 pixels (FullHD),SonicMaster  Loa tích hợp Micrô mảng tích hợp,,35.97 x 23.25 x 1.79 ~ 1.79 cm (W x H x D),1.60 kg,"Wi-Fi 6, Màn hình Oled",,McAfee dùng thử miễn phí 30 ngày  McAfee Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD camera với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 1*1,Bluetooth 5.3,1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C hỗ trợ sạc 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Sinh viên,laptop-asus-expertbook-b1-b1502cba-nj1261w,Laptop ASUS ExpertBook B1 B1502CBA-NJ1261W,9490000,31,95,asus,expertbook,3.8,"Bộ xử lý Intel Core i3-1215U đảm bảo hiệu suất đỉnh cao, đáp ứng mượt mà mọi tác vụ văn phòng và giải trí. RAM 8GB, máy tính duy trì hiệu suất ổn định, và ổ đĩa SSD 256GB cung cấp không gian lưu trữ nhanh chóng và đáng tin cậy. Màn hình FHD 15.6 inch giúp hiển thị hình ảnh sắc nét và rõ ràng, tối ưu cho công việc văn phòng và giải trí. Được trang bị tính năng bảo mật Finger Print và TPM, đảm bảo an toàn thông tin cá nhân và dữ liệu quan trọng của bạn.",Đen,2023,Hàn Quốc,Intel UHD Graphics,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",8GB,DDR4 Onboard,8GB DDR4 Onboard,256GB M.2 NVMe PCIe 4.0 SSD,256GB,60 Hz,Tấm nền TN,15.6 inches,Độ sáng 250nits Độ phủ màu 45% NTSC  Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh của DiracLoa tích hợpMicrô mảng tích hợp,Vỏ nhựa,36.16 x 23.30 x 1.99 ~ 1.99 cm,1.69 Kg,"Wi-Fi 6, Bảo mật vân tay",,Cảm biến vân tay tích hợp với TouchpadKensington Nano Security SlotBảo vệ mật khẩu người dùng khởi động BIOSMật khẩu người dùng thiết lập BIOSMáy tính sẵn sàng từ BIOSBảo vệ và bảo mật mật khẩu người dùng HDDMô-đun nền tảng đáng t,720P HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-A1x USB 3.2 Gen 1 Type-C (Hỗ trợ sạc)1x USB 3.2 Gen 2 Type-C (Display / Sạc)1x HDMI 1.41x 3.5mm Combo Audio Jack1x RJ45 Gigabit Ethernet
Sinh viên,laptop-msi-modern-14-c13m-608vn,Laptop MSI Modern 14 C13M-608VN,12990000,10,93,msi,modern,2.7,"Thuộc phân khúc laptop học tập, văn phòng với trọng lượng cực mỏng nhẹ chỉ 1.4kg CPU Intel Core i5-1335U cân mọi tác vụ làm việc, học tập RAM DDR4 16GB không hề xuất hiện hiện tượng giật lag khi bạn mở chục tabs Chrome cùng lúc Ổ cứng 512GB cho dung lượng lưu trữ lớn, hỗ trợ khởi động máy, truy cập dữ liệu nhanh chóng Màn hình 14 inch Full HD và tấm nền IPS cho góc nhìn rộng, độ nét cao",Đen,2024,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1335U (10 lõi / 12 luồng, 4.6 GHz, 12 MB)",16GB,DDR4 Onboard 3200MHz,16GB DDR4 Onboard 3200MHz,512GB NVMe PCIe Gen3x4 SSD,512GB,60Hz,Tấm nền IPS,14 inches,Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,,319 x 223 x 19.35 mm (Dài x Rộng x Cao),1.4 kg,Wi-Fi 6,,,HD type (30fps@720p),Windows 11 Home,"3 Cell, 39.3 Whr",Wi-Fi 6 802.11ax,Bluetooth 5.1,1x Type-C (USB3.2 Gen2 / DP)  1x Type-A USB3.2 Gen2  2x Type-A USB2.0  1x (4K @ 60Hz) HDMI  1x Mic-in/Headphone-out Combo Jack  1x Đầu đọc thẻ MicroSD
Sinh viên,laptop-dell-inspiron-15-3520-71045026,Laptop Dell Inspiron 15 3520 71045026,16490000,58,32,dell,inspiron,4.2,"Màn hình 15.6 inch FHD mang đến hình ảnh rõ nét và góc nhìn rộng, lý tưởng cho việc xem phim và làm việc. Được trang bị bộ vi xử lý Intel Core i5-1235U và RAM 16GB, laptop xử lý mượt mà các ứng dụng văn phòng và đa nhiệm. Ổ cứng 512GB PCIe cung cấp không gian lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh. Chạy trên Windows 11 và đi kèm với Microsoft Office, hỗ trợ tốt cho công việc học tập và văn phòng.",Đen,2023,Trung Quốc,Intel Iris Xe Graphics,Intel Core i5-1235U,16GB,DDR4 2666MHz,16GB DDR4 2666MHz 2 khe (2x 8GB),512GB M.2 PCIe NVMe,512GB,120 Hz,Tấm nền WVA,15.6 inches,,1920 x 1080 pixels (FullHD),"2x 2W, Realtek ALC32xx",,358.50 x 235.56 x 18.99 mm,1.90 kg,,,,HD camera,Windows 11 Home + Office Home & Student 2021,3 cell,Wi-Fi 11ac,Có,2 x USB 3.2  1 x USB 3.2 Type C  1 x Audio Jack   1 x HDMI 1.4   1 x DC-in
Sinh viên,laptop-asus-vivobook-15-x1504va-nj069w,Laptop ASUS VivoBook 15 X1504VA-NJ069W,10690000,59,77,asus,vivobook,0.0,"Màn hình 15.6 inch kết hợp cùng công nghệ chống chói giúp bạn hoạt động nhiều trên máy tính mà không bị chói mắt CPU i3-1315U giúp bạn xử lý hiệu quả các công việc văn phòng và chỉnh sửa ảnh nhẹ trên PTS Ổ cứng SSD 512GB giúp bạn có nhiều hơn không gian lưu trữ dữ liệu, tài liệu Thiết kế laptop có kiểu dáng thanh lịch, sang trọng, phù hợp với nhiều đối tượng Trang bị khả năng bảo mật vân tay giúp bảo vệ thông tin của bản thân được an toàn hơn",Bạc,2021,Trung Quốc,Onboard Intel UHD Graphics,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",8GB,Onboard DDR4,8GB Onboard DDR4  8GB Onboard + 1 khe (tối đa 16GB),512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,512GB,60Hz,Tấm nền IPS,15.6 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Hệ thống âm thanh SonicMaster,Vỏ kim loại,35.97 x 23.25 x 1.79 cm (W x H x D),1.7 kg,"Wi-Fi 6, Bảo mật vân tay",,Bảo mật vân tay,720p HD Camera với nắp che vật lí,Windows 11 Home,"42 Wh, 3-cell Li-ion, Pin liền",Wi-Fi 6E(802.11ax),Bluetooth 5.0,1 x M.2 NVMe 1 x HDMI 1 x USB Type C 2 x USB 3.2 1 x USB 2.0
Sinh viên,laptop-asus-expertbook-b1402cva-nk0149w,Laptop ASUS ExpertBook B1 B1402CVA-NK0149W,12490000,10,11,asus,expertbook,2.6,"Sức mạnh của bộ vi xử lý Intel Core i5 giúp máy tính xử lý mọi nhiệm vụ từ cơ bản đến phức tạp một cách hiệu quả. RAM 8GB và ổ cứng SSD 256GB tăng cường tốc độ và sự mượt mà khi sử dụng. Màn hình 14 inch độ phân giải Full HD mang đến trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản rõ nét và sống động. Phần vỏ máy được chế tác tỉ mỉ, tạo nên một thiết kế chắc chắn, sang trọng và bền bỉ.",Đen,2021,Đài Loan,Intel UHD Graphics,"Intel Core i5-1335U (1.3GHz, 12M Cache, up to 4.6GHz, 10 lõi)",8GB,DDR4 Onboard,8GB DDR4 Onboard,256GB M.2 2280 NVMe PCIe 4.0 SSD,256GB,60 Hz,Tấm nền TN,14 inches,LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh Dirac Loa tích hợp,Vỏ nhựa,32.69 x 21.45 x 1.99 cm (W x H x D),1.46 kg,"Wi-Fi 6, Bảo mật vân tay",,"Cảm biến vân tay Khe bảo mật Kensington Nano (6x 2,5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đun nền tảng (TPM) 2.0",720p HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax),Bluetooth 5.2,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet
